Data,Consum[MW],Productie[MW],Carbune[MW],Hidrocarburi[MW],Ape[MW],Nuclear[MW],Eolian[MW],Foto[MW],Biomasa[MW],Sold[MW]
2022-01-01,827492.0,900039.0,144619.0,172163.0,240581.0,207507.0,119202.0,7330.0,8604.0,72547.0
2022-01-02,852026.0,869978.0,140635.0,128314.0,234226.0,210305.0,135773.0,11998.0,8715.0,17952.0
2022-01-03,1025020.0,1058575.0,148730.0,185924.0,250969.0,203997.0,252737.0,7010.0,9234.0,33555.0
2022-01-04,1073218.0,1064232.0,143319.0,223907.0,294596.0,210734.0,168246.0,14107.0,9348.0,-8986.0
2022-01-05,1068637.0,1105130.0,139744.0,205537.0,298142.0,207523.0,230879.0,14199.0,9135.0,36493.0
2022-01-06,1072896.0,1097666.0,163246.0,254432.0,313065.0,209731.0,138681.0,9022.0,9520.0,24770.0
2022-01-07,1063727.0,1013919.0,167768.0,251203.0,284301.0,204834.0,89757.0,6728.0,9365.0,-49808.0
2022-01-08,1035602.0,1080390.0,153621.0,254116.0,278608.0,207338.0,175492.0,2096.0,9145.0,44788.0
2022-01-09,961165.0,947689.0,167629.0,247746.0,281707.0,208687.0,31244.0,1485.0,9221.0,-13476.0
2022-01-10,1119653.0,1164866.0,164002.0,251138.0,314991.0,204086.0,219761.0,1240.0,9670.0,45213.0
2022-01-11,1179368.0,1302747.0,166568.0,228615.0,307801.0,207317.0,380155.0,2394.0,9912.0,123379.0
2022-01-12,1192885.0,1284542.0,171105.0,240725.0,296531.0,206566.0,352914.0,6610.0,10122.0,91657.0
2022-01-13,1190452.0,1152317.0,172502.0,249333.0,275389.0,203763.0,232421.0,8305.0,10630.0,-38135.0
2022-01-14,1176626.0,1200573.0,163092.0,255187.0,257622.0,204626.0,295107.0,14233.0,10739.0,23947.0
2022-01-15,1085665.0,1141882.0,163798.0,245950.0,215651.0,206505.0,283302.0,17263.0,9454.0,56217.0
2022-01-16,979684.0,970937.0,159336.0,239319.0,190782.0,206348.0,147071.0,18798.0,9319.0,-8747.0
2022-01-17,1162055.0,1186186.0,175284.0,263304.0,241846.0,206642.0,275386.0,13385.0,10365.0,24131.0
2022-01-18,1166407.0,1245364.0,170126.0,243182.0,249750.0,205277.0,350454.0,15993.0,10616.0,78957.0
2022-01-19,1161453.0,1149256.0,180407.0,239982.0,253819.0,206715.0,237691.0,20230.0,10448.0,-12197.0
2022-01-20,1163037.0,1182080.0,192983.0,264539.0,246036.0,205469.0,246661.0,16285.0,10152.0,19043.0
2022-01-21,1149904.0,1023358.0,176694.0,265607.0,250067.0,208558.0,103564.0,8461.0,10440.0,-126546.0
2022-01-22,1099087.0,971177.0,178735.0,270507.0,213804.0,212783.0,70693.0,14311.0,10379.0,-127910.0
2022-01-23,1004288.0,1057857.0,171196.0,250905.0,188189.0,208592.0,222362.0,6848.0,9782.0,53569.0
2022-01-24,1075804.0,1179386.0,169722.0,224396.0,220252.0,207048.0,334872.0,14127.0,8984.0,103582.0
2022-01-25,1170031.0,1094265.0,173592.0,270863.0,275024.0,203276.0,144547.0,16712.0,10253.0,-75766.0
2022-01-26,1194784.0,1071463.0,170604.0,271660.0,236049.0,205036.0,170160.0,7655.0,10331.0,-123321.0
2022-01-27,1176741.0,1037982.0,169970.0,264821.0,258946.0,203983.0,119146.0,10839.0,10285.0,-138759.0
2022-01-28,1154266.0,1091089.0,183687.0,257649.0,223188.0,206146.0,197719.0,12232.0,10484.0,-63177.0
2022-01-29,1073633.0,956085.0,174150.0,265191.0,188981.0,209332.0,89697.0,18461.0,10311.0,-117548.0
2022-01-30,978565.0,1036653.0,163870.0,192308.0,194693.0,208175.0,255287.0,12750.0,9600.0,58088.0
2022-01-31,1101354.0,1057891.0,168498.0,241746.0,225082.0,205493.0,187909.0,19592.0,9622.0,-43463.0
2022-02-01,1146312.0,933204.0,183716.0,269816.0,221957.0,209935.0,28956.0,8374.0,10455.0,-213108.0
2022-02-02,1117166.0,939027.0,189333.0,261896.0,212310.0,206061.0,49580.0,10193.0,9697.0,-178139.0
2022-02-03,1151583.0,1087556.0,186991.0,265996.0,211105.0,206489.0,194795.0,11648.0,10559.0,-64027.0
2022-02-04,1123667.0,971845.0,162867.0,248634.0,208405.0,205806.0,113952.0,21131.0,11066.0,-151822.0
2022-02-05,1036030.0,944024.0,170710.0,263247.0,167037.0,208375.0,105172.0,18485.0,11031.0,-92006.0
2022-02-06,938502.0,943269.0,159862.0,251934.0,159244.0,207188.0,131802.0,22513.0,10778.0,4767.0
2022-02-07,1102786.0,1042176.0,171995.0,246489.0,205932.0,203235.0,199318.0,4149.0,11090.0,-60610.0
2022-02-08,1137459.0,1242158.0,171188.0,240351.0,205223.0,211037.0,384434.0,18221.0,11705.0,104699.0
2022-02-09,1107152.0,1035370.0,181829.0,245056.0,209219.0,205870.0,162596.0,18891.0,11940.0,-71782.0
2022-02-10,1075406.0,969248.0,176000.0,250046.0,206042.0,203827.0,95255.0,26349.0,11754.0,-106158.0
2022-02-11,1064882.0,956224.0,182645.0,257305.0,203073.0,203199.0,71790.0,26429.0,11822.0,-108658.0
2022-02-12,1015872.0,989153.0,167693.0,243557.0,162990.0,209444.0,174902.0,18948.0,11654.0,-26719.0
2022-02-13,927630.0,925578.0,164743.0,258633.0,178894.0,208464.0,84684.0,19120.0,11057.0,-2052.0
2022-02-14,1065260.0,896164.0,164405.0,261760.0,193270.0,205216.0,41332.0,18813.0,11397.0,-169096.0
2022-02-15,1105152.0,993491.0,175176.0,267645.0,222084.0,208930.0,87760.0,19869.0,12046.0,-111661.0
2022-02-16,1095289.0,991518.0,185674.0,257231.0,219521.0,209410.0,93185.0,14839.0,11708.0,-103771.0
2022-02-17,1078845.0,1075075.0,182179.0,237758.0,205863.0,207382.0,214471.0,15817.0,11630.0,-3770.0
2022-02-18,1070105.0,1072973.0,185595.0,235994.0,215634.0,206490.0,192624.0,24867.0,11801.0,2868.0
2022-02-19,977108.0,969374.0,150614.0,199154.0,187267.0,204356.0,194372.0,22113.0,11534.0,-7734.0
2022-02-20,913246.0,866836.0,158743.0,227754.0,183569.0,208267.0,67448.0,9825.0,11271.0,-46410.0
2022-02-21,1046741.0,1012621.0,168101.0,217351.0,229992.0,203822.0,155516.0,26185.0,11672.0,-34120.0
2022-02-22,989536.0,944562.0,162008.0,219983.0,241951.0,191607.0,104140.0,13610.0,11286.0,-44974.0
2022-02-23,831093.0,748641.0,148275.0,187950.0,207668.0,148827.0,38199.0,9327.0,8420.0,-82452.0
2022-02-24,1059819.0,1128259.0,189460.0,234356.0,257721.0,203279.0,211523.0,20723.0,11236.0,68440.0
2022-02-25,1052973.0,1023081.0,202662.0,238246.0,274253.0,204866.0,61995.0,29997.0,11092.0,-29892.0
2022-02-26,992988.0,1029754.0,166878.0,251211.0,232033.0,209121.0,144158.0,14875.0,11483.0,36766.0
2022-02-27,908327.0,1049999.0,170363.0,173137.0,195389.0,206355.0,278444.0,15160.0,11178.0,141672.0
2022-02-28,1098159.0,1237279.0,172641.0,231097.0,244861.0,205883.0,360716.0,10828.0,11249.0,139120.0
2022-03-01,1132567.0,1118082.0,191608.0,140200.0,265179.0,209974.0,288246.0,11111.0,11764.0,-14485.0
2022-03-02,1104645.0,1089067.0,178758.0,134364.0,217444.0,206120.0,337585.0,2900.0,11942.0,-15578.0
2022-03-03,1097326.0,1043357.0,206670.0,135153.0,239718.0,202382.0,227822.0,19744.0,11898.0,-53969.0
2022-03-04,1095060.0,873265.0,224593.0,137597.0,257430.0,205752.0,19296.0,16658.0,11968.0,-221795.0
2022-03-05,1010307.0,853323.0,206368.0,136157.0,220113.0,207403.0,56532.0,15585.0,11147.0,-156984.0
2022-03-06,935011.0,893994.0,210863.0,137723.0,214461.0,209042.0,94538.0,16684.0,10684.0,-41017.0
2022-03-07,1101662.0,893763.0,207494.0,141209.0,282193.0,205533.0,36972.0,9596.0,10747.0,-207899.0
2022-03-08,1098019.0,931541.0,206562.0,139462.0,287382.0,204839.0,66936.0,15249.0,11121.0,-166478.0
2022-03-09,1110487.0,1028008.0,213234.0,138356.0,248525.0,207757.0,193139.0,15643.0,11375.0,-82479.0
2022-03-10,1121122.0,1119718.0,220634.0,138057.0,242105.0,204709.0,282184.0,20824.0,11228.0,-1404.0
2022-03-11,1125248.0,1125360.0,218617.0,138407.0,234651.0,206925.0,288266.0,27016.0,11495.0,112.0
2022-03-12,1033429.0,970651.0,187422.0,136829.0,176983.0,209287.0,216488.0,32224.0,11455.0,-62778.0
2022-03-13,925496.0,787122.0,165175.0,137024.0,180381.0,208243.0,61662.0,24165.0,10489.0,-138374.0
2022-03-14,1063708.0,817037.0,192683.0,138066.0,230171.0,206262.0,10158.0,30211.0,9505.0,-246671.0
2022-03-15,1069463.0,837536.0,207845.0,134924.0,231976.0,207255.0,18309.0,27382.0,9865.0,-231927.0
2022-03-16,1101460.0,929785.0,211367.0,134153.0,240164.0,208499.0,120691.0,4988.0,9938.0,-171675.0
2022-03-17,1105017.0,1034229.0,230269.0,135896.0,232649.0,207028.0,199931.0,18318.0,10155.0,-70788.0
2022-03-18,1074120.0,1039859.0,224608.0,135202.0,231249.0,205104.0,198611.0,35102.0,10012.0,-34261.0
2022-03-19,982091.0,909510.0,161448.0,131474.0,180080.0,206328.0,186980.0,33847.0,9385.0,-72581.0
2022-03-20,903946.0,907370.0,158765.0,132106.0,171944.0,207783.0,194057.0,33353.0,9386.0,3424.0
2022-03-21,1026343.0,906614.0,167130.0,136831.0,246278.0,204898.0,105364.0,36356.0,9781.0,-119729.0
2022-03-22,1022069.0,1061184.0,155766.0,132997.0,210602.0,208507.0,308223.0,34910.0,10205.0,39115.0
2022-03-23,1003585.0,925249.0,159736.0,130048.0,195587.0,204552.0,187880.0,36841.0,10640.0,-78336.0
2022-03-24,993255.0,873422.0,176396.0,130864.0,217063.0,204120.0,98614.0,35486.0,10926.0,-119833.0
2022-03-25,990795.0,958883.0,165594.0,129701.0,182050.0,206372.0,233513.0,30495.0,11197.0,-31912.0
2022-03-26,925875.0,893999.0,156855.0,129518.0,180340.0,208725.0,171082.0,36687.0,10827.0,-31876.0
2022-03-27,785292.0,805099.0,137767.0,120445.0,136978.0,198848.0,167245.0,34566.0,9281.0,19807.0
2022-03-28,958486.0,865829.0,151017.0,129420.0,222976.0,204067.0,110731.0,36545.0,11103.0,-92657.0
2022-03-29,985156.0,883527.0,163292.0,127525.0,229554.0,206322.0,115706.0,29519.0,11626.0,-101629.0
2022-03-30,977507.0,925371.0,165959.0,126405.0,229741.0,206192.0,159511.0,26130.0,11493.0,-52136.0
2022-03-31,973907.0,940132.0,180220.0,127422.0,251921.0,203235.0,156038.0,10498.0,10824.0,-33775.0
2022-04-01,957149.0,1088971.0,166171.0,104487.0,258625.0,202182.0,328090.0,19974.0,9482.0,131822.0
2022-04-02,896235.0,961744.0,158045.0,70684.0,234838.0,207584.0,261276.0,19923.0,9417.0,65509.0
2022-04-03,840117.0,943443.0,153162.0,68804.0,226002.0,207848.0,253766.0,24875.0,9014.0,103326.0
2022-04-04,987215.0,893288.0,191628.0,111202.0,276580.0,204037.0,75532.0,25016.0,9319.0,-93927.0
2022-04-05,978744.0,951028.0,193546.0,103210.0,266995.0,200897.0,141975.0,35436.0,8997.0,-27716.0
2022-04-06,967898.0,907112.0,208808.0,94139.0,259807.0,206924.0,93373.0,35135.0,8951.0,-60786.0
2022-04-07,1003761.0,1015864.0,208935.0,101573.0,261860.0,204618.0,216729.0,12554.0,9622.0,12103.0
2022-04-08,973447.0,948165.0,192725.0,98574.0,255169.0,205426.0,155487.0,31227.0,9571.0,-25282.0
2022-04-09,897078.0,844504.0,155658.0,59173.0,223074.0,209423.0,164535.0,23015.0,9652.0,-52574.0
2022-04-10,852098.0,843994.0,142950.0,45461.0,198103.0,209148.0,229901.0,8756.0,9698.0,-8104.0
2022-04-11,991192.0,1105907.0,151698.0,81415.0,266038.0,206027.0,363014.0,26987.0,10745.0,114715.0
2022-04-12,1003410.0,1012226.0,184292.0,94768.0,270402.0,206400.0,212290.0,33276.0,10813.0,8816.0
2022-04-13,988751.0,1081240.0,202505.0,103170.0,296094.0,204696.0,224778.0,39309.0,10705.0,92489.0
2022-04-14,984503.0,1003191.0,204079.0,102135.0,278256.0,204061.0,167314.0,36212.0,11147.0,18688.0
2022-04-15,949598.0,913206.0,203560.0,114351.0,278218.0,200492.0,71595.0,33917.0,11100.0,-36392.0
2022-04-16,892745.0,833261.0,153682.0,104863.0,250619.0,206533.0,81269.0,24887.0,11425.0,-59484.0
2022-04-17,864306.0,962787.0,127578.0,58592.0,233757.0,209282.0,310542.0,12796.0,10261.0,98481.0
2022-04-18,989356.0,937375.0,166048.0,59483.0,297639.0,206696.0,170025.0,25994.0,11498.0,-51981.0
2022-04-19,1030751.0,864140.0,180568.0,101362.0,288552.0,206428.0,49991.0,25412.0,11817.0,-166611.0
2022-04-20,1024804.0,917831.0,194968.0,127754.0,295394.0,205489.0,56925.0,25838.0,11483.0,-106973.0
2022-04-21,993047.0,949308.0,189009.0,119636.0,280440.0,203026.0,112924.0,33074.0,11212.0,-43739.0
2022-04-22,902796.0,901675.0,183579.0,64772.0,298713.0,210128.0,113952.0,19046.0,11487.0,-1121.0
2022-04-23,847165.0,907171.0,166402.0,61207.0,237571.0,210221.0,200172.0,23325.0,8288.0,60006.0
2022-04-24,679996.0,700383.0,124396.0,60847.0,206575.0,208677.0,58521.0,33960.0,7421.0,20387.0
2022-04-25,702935.0,801493.0,119093.0,60344.0,204255.0,206988.0,174797.0,28873.0,7150.0,98558.0
2022-04-26,842380.0,828908.0,136827.0,117091.0,264406.0,206304.0,59793.0,37047.0,7430.0,-13472.0
2022-04-27,928186.0,943347.0,160934.0,168678.0,319775.0,203447.0,52867.0,30487.0,7152.0,15161.0
2022-04-28,986268.0,997812.0,200575.0,173816.0,348282.0,208500.0,46421.0,12541.0,7677.0,11544.0
2022-04-29,927239.0,1006736.0,193927.0,167907.0,345294.0,202670.0,64229.0,25014.0,7723.0,79497.0
2022-04-30,865969.0,947829.0,131935.0,148880.0,324284.0,206831.0,95513.0,32554.0,7831.0,81860.0
2022-05-01,770555.0,881480.0,133992.0,104121.0,333161.0,207999.0,58979.0,35028.0,8215.0,110925.0
2022-05-02,902843.0,1019580.0,163815.0,139802.0,396468.0,203563.0,73138.0,33842.0,8960.0,116737.0
2022-05-03,942540.0,1028310.0,194038.0,159767.0,391252.0,205943.0,41022.0,26732.0,9557.0,85770.0
2022-05-04,947341.0,971057.0,191533.0,156794.0,347079.0,205897.0,28025.0,31874.0,9882.0,23716.0
2022-05-05,950106.0,1016349.0,192888.0,157380.0,334752.0,205750.0,80448.0,35199.0,9934.0,66243.0
2022-05-06,943616.0,1008164.0,215855.0,178638.0,326634.0,206545.0,37526.0,33010.0,9981.0,64548.0
2022-05-07,885190.0,968642.0,197873.0,177263.0,301411.0,211017.0,36429.0,34711.0,9942.0,83452.0
2022-05-08,775362.0,855189.0,182986.0,164357.0,284923.0,143058.0,35885.0,34416.0,9565.0,79827.0
2022-05-09,912876.0,858598.0,194434.0,175191.0,315431.0,102800.0,24296.0,36485.0,9966.0,-54278.0
2022-05-10,927554.0,861318.0,199953.0,180525.0,316579.0,102988.0,23916.0,27214.0,10156.0,-66236.0
2022-05-11,919196.0,862631.0,198703.0,186199.0,312274.0,102744.0,16128.0,36832.0,9777.0,-56565.0
2022-05-12,938867.0,936885.0,217445.0,189907.0,313835.0,103834.0,63365.0,39460.0,9055.0,-1982.0
2022-05-13,935574.0,955741.0,205965.0,188689.0,321801.0,104142.0,88307.0,38163.0,8677.0,20167.0
2022-05-14,854898.0,860602.0,191035.0,168083.0,300265.0,103235.0,56312.0,33262.0,8427.0,5704.0
2022-05-15,774387.0,788153.0,171539.0,118568.0,283382.0,102347.0,72303.0,31929.0,8098.0,13766.0
2022-05-16,907596.0,851881.0,170960.0,173422.0,314440.0,102414.0,44816.0,37607.0,8237.0,-55715.0
2022-05-17,899881.0,823008.0,171040.0,168875.0,305916.0,99411.0,39534.0,29194.0,9066.0,-76873.0
2022-05-18,905195.0,1084087.0,157330.0,170465.0,320985.0,102852.0,295247.0,28138.0,9112.0,178892.0
2022-05-19,907874.0,979547.0,183715.0,184085.0,327973.0,102374.0,129631.0,41756.0,10026.0,71673.0
2022-05-20,922153.0,950764.0,193770.0,194685.0,343402.0,102862.0,65393.0,40822.0,9839.0,28611.0
2022-05-21,826594.0,789679.0,140207.0,78988.0,285950.0,103692.0,134073.0,37350.0,9457.0,-36915.0
2022-05-22,764216.0,761091.0,137919.0,97814.0,260323.0,102860.0,119025.0,34169.0,8983.0,-3125.0
2022-05-23,886874.0,856534.0,165280.0,185043.0,310264.0,101418.0,50415.0,33854.0,10251.0,-30340.0
2022-05-24,910797.0,868163.0,173337.0,189021.0,313244.0,102129.0,52822.0,27878.0,9747.0,-42634.0
2022-05-25,914718.0,971056.0,174961.0,182407.0,317901.0,101975.0,147540.0,36230.0,10060.0,56338.0
2022-05-26,932060.0,921980.0,188691.0,179672.0,313811.0,102960.0,90883.0,35679.0,10308.0,-10080.0
2022-05-27,926035.0,900421.0,189104.0,185329.0,308921.0,103042.0,67807.0,36247.0,9993.0,-25614.0
2022-05-28,858735.0,829092.0,174372.0,183079.0,289102.0,102261.0,48418.0,23487.0,8416.0,-29643.0
2022-05-29,779602.0,780653.0,167135.0,122861.0,259434.0,102063.0,102854.0,18267.0,8044.0,1051.0
2022-05-30,890014.0,845658.0,169237.0,159247.0,309821.0,101513.0,68342.0,27747.0,9771.0,-44356.0
2022-05-31,919312.0,836222.0,173746.0,187351.0,310912.0,102418.0,17562.0,33721.0,10522.0,-83090.0
2022-06-01,875474.0,846251.0,175891.0,188000.0,316415.0,102129.0,17368.0,37030.0,9439.0,-29223.0
2022-06-02,901008.0,818201.0,185456.0,183076.0,297530.0,101019.0,6074.0,35682.0,9404.0,-82807.0
2022-06-03,929887.0,939548.0,180329.0,178528.0,298316.0,101771.0,133102.0,37547.0,9978.0,9661.0
2022-06-04,878633.0,829083.0,175959.0,173235.0,259911.0,102280.0,76679.0,30994.0,10047.0,-49550.0
2022-06-05,793559.0,792153.0,166501.0,175996.0,248450.0,101532.0,55551.0,34174.0,9994.0,-1406.0
2022-06-06,901269.0,902896.0,179695.0,166132.0,290263.0,100763.0,120140.0,36084.0,9845.0,1627.0
2022-06-07,936458.0,887046.0,188944.0,181914.0,299042.0,102130.0,68779.0,36204.0,10056.0,-49412.0
2022-06-08,938452.0,846087.0,197710.0,186392.0,297176.0,100993.0,19104.0,34858.0,9886.0,-92365.0
2022-06-09,949815.0,866789.0,211207.0,188298.0,298287.0,100339.0,28239.0,30443.0,10004.0,-83026.0
2022-06-10,942016.0,859650.0,212173.0,189361.0,300040.0,101757.0,19632.0,26785.0,9915.0,-82366.0
2022-06-11,852732.0,784263.0,188252.0,178006.0,249047.0,102253.0,38395.0,19654.0,8689.0,-68469.0
2022-06-12,755812.0,814770.0,168999.0,75150.0,217907.0,101536.0,217065.0,25709.0,8431.0,58958.0
2022-06-13,779702.0,881080.0,162989.0,133364.0,272018.0,100934.0,168933.0,34552.0,8336.0,101378.0
2022-06-14,915863.0,891841.0,156936.0,174259.0,287431.0,102216.0,128250.0,33949.0,8846.0,-24022.0
2022-06-15,909545.0,837014.0,173761.0,181897.0,286856.0,100290.0,49652.0,35580.0,8975.0,-72531.0
2022-06-16,937531.0,846986.0,187577.0,183515.0,292953.0,101946.0,33346.0,38655.0,9033.0,-90545.0
2022-06-17,930864.0,866879.0,192135.0,173023.0,292856.0,101164.0,67598.0,31186.0,8928.0,-63985.0
2022-06-18,857394.0,812044.0,153784.0,163515.0,249104.0,101690.0,98693.0,36738.0,8537.0,-45350.0
2022-06-19,775292.0,677397.0,151571.0,92237.0,252837.0,102421.0,31514.0,38532.0,8284.0,-97895.0
2022-06-20,924677.0,835167.0,195553.0,159235.0,298752.0,100942.0,34410.0,37790.0,8502.0,-89510.0
2022-06-21,964823.0,944204.0,215917.0,179630.0,317595.0,101872.0,82597.0,37763.0,8850.0,-20619.0
2022-06-22,938115.0,947242.0,212156.0,176986.0,281000.0,101037.0,128493.0,39544.0,8051.0,9127.0
2022-06-23,929961.0,941215.0,204189.0,180749.0,275028.0,97862.0,142462.0,33079.0,7861.0,11254.0
2022-06-24,935931.0,990422.0,212553.0,162751.0,279187.0,99610.0,191132.0,37256.0,7939.0,54491.0
2022-06-25,905462.0,848748.0,197339.0,166514.0,253644.0,102916.0,84027.0,37167.0,7160.0,-56714.0
2022-06-26,800947.0,720004.0,194170.0,140156.0,228139.0,99911.0,27320.0,23930.0,6384.0,-80943.0
2022-06-27,948583.0,932890.0,235002.0,196500.0,285984.0,101324.0,70154.0,37019.0,6931.0,-15693.0
2022-06-28,992953.0,981638.0,247652.0,195721.0,291398.0,127496.0,83084.0,30154.0,6166.0,-11315.0
2022-06-29,977862.0,1009566.0,250735.0,181167.0,286072.0,191309.0,55590.0,38145.0,6578.0,31704.0
2022-06-30,1025627.0,1043610.0,266964.0,192749.0,308074.0,195950.0,34586.0,37736.0,7588.0,17983.0
2022-07-01,1013282.0,991181.0,265839.0,193757.0,271161.0,195397.0,22848.0,34836.0,7344.0,-22101.0
2022-07-02,947344.0,883994.0,221328.0,184782.0,207443.0,200211.0,30623.0,32283.0,7343.0,-63350.0
2022-07-03,863603.0,814666.0,216288.0,127560.0,188171.0,200717.0,40589.0,34099.0,7260.0,-48937.0
2022-07-04,1027094.0,945712.0,218612.0,171438.0,263304.0,200086.0,51632.0,32997.0,7643.0,-81382.0
